product name,url,image url,brand
60-Women Zip-Up Fur Jacket,https://www.myntra.com/jackets/stylecast+x+slyck/stylecast-x-slyck-women-solid-high-neck-zip-up-fur-jacket/37992835/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/15/3o4X3N3c_4ddc0c7318484a6485a6041ee086d7b8.jpg,Myntra
61-Leather Water Resistant Bomber Jacket,https://www.myntra.com/jackets/the+fashion+hub/the-fashion-hub-women-leather-water-resistant-bomber-jacket/38130158/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/20/Xr37A0yP_c6aa73773595421db1c1760314814cfa.jpg,Myntra
62-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/kasendra/kasendra-women-fleece-lightweight-open-front-jacket/37922739/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/12/hZZz5rIX_0dbba242e87e46ce80f5533d89ce416e.jpg,Myntra
63-Fleece Lightweight Puffer Jacket,https://www.myntra.com/jackets/kasendra/kasendra-women-fleece-lightweight-puffer-jacket/37922741/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/12/cHgP3Rnq_cd399838bd3f45a7ae667b75ccca516e.jpg,Myntra
64-Stand Collar Sherpa Jacket,https://www.myntra.com/jackets/glitchez/glitchez-brand-logo-detail-sherpa-jacket/33646357/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/DECEMBER/4/C9q9NGfU_e0c0edbb129b4abaaa832987d384b5a7.jpg,Myntra
65-Women Fleece Bomber Jacket,https://www.myntra.com/jackets/parona/parona-women-hooded-solid-fleece-casual-oversized-bomber-jacket/31975398/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/31975398/2024/12/14/dbba3ab0-57d2-48af-b03a-c37567a321311734180137614ParonaWomenFleeceOpenFrontJacket1.jpg,Myntra
66-Hooded Windcheater Jacket,https://www.myntra.com/jackets/glitchez/glitchez-hooded-oversized-windcheater-jacket/33573490/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/26/0PNAwfrg_130299f735c9469ebfaf35e041849683.jpg,Myntra
67-Lightweight Puffer Jacket,https://www.myntra.com/jackets/szn/szn-women-lightweight-puffer-jacket/37841624/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/8/nu0Erynw_48c04792e27c42ca92eaaf7220915503.jpg,Myntra
68-Striped Lightweight Sporty Jacket,https://www.myntra.com/jackets/the+fashion+hub/the-fashion-hub-women-striped-lightweight-sporty-jacket/38100261/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/20/QTSawsPx_cbc59824d2b8441dbf33d899c061b3b6.jpg,Myntra
69-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37717355/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/1/aTUiUuqq_46ae7fe7a7b042249d2ab13d92481dc3.jpg,Myntra
70-Fleece Open Front Jacket,https://www.myntra.com/jackets/kasendra/kasendra-women-fleece-open-front-jacket/36676489/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/AUGUST/30/M7wjbFVt_0940f540c7634ed5ad1a099a8129fd7c.jpg,Myntra
71-Lightweight Crop Bomber with Embroidered Jacket,https://www.myntra.com/jackets/dimpy+garments/dimpy-garments-women-lightweight-crop-bomber-with-embroidered-jacket/33421550/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/31/DwjDLw6G_d15daf85b012410d887cf79fe9c0a24f.jpg,Myntra
72-Windcheater Bomber Jacket,https://www.myntra.com/jackets/glitchez/glitchez-windcheater-bomber-jacket-with-side-toggles-/33573788/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/25/fQ57pMiu_f4e378c19c2d465fa9b18e73c5ac4162.jpg,Myntra
73-Lightweight Crop Bomber with Embroidered Jacket,https://www.myntra.com/jackets/dimpy+garments/dimpy-garments-women-lightweight-crop-bomber-with-embroidered-jacket/33421559/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/31/rozl8zAQ_37d02c2298f74951b47b847daaf9ebf7.jpg,Myntra
74-Front-Open Sherpa Jacket,https://www.myntra.com/jackets/glitchez/glitchez-v-neck-tie-up-detail-front-open-sherpa-jacket/33927700/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/26/8L1XOqvq_51098e1617f9477aa97d986e5bd4bc4c.jpg,Myntra
75-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37455405/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/12/YUOWLeqD_90899f7b0abc451ca5c50780604f106e.jpg,Myntra
76-Relaxed Sherpa Jacket,https://www.myntra.com/jackets/glitchez/glitchez-mock-collar-relaxed-sherpa-jacket/33646345/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/25/ITXNgUMH_13484ee801964abfba64c6e99767e538.jpg,Myntra
77-Button Down Denim Jacket,https://www.myntra.com/jackets/glitchez/glitchez-button-down-denim-jacket/35781270/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/28/gP10C3NF_2e44a1ae0b904e948a526be86a7ddd60.jpg,Myntra
